Search Name,Address,Address Lat,Address Long,Nearest MRT Station,Nearest MRT Distance,Nearest Mall Name,Nearest Mall Distance,Nearest NPC,Nearest NPC Distance
297 YISHUN ST 20,297 YISHUN STREET 20,1.43578412134202,103.835379025187,YISHUN MRT STATION (NS13),0.706316535883698,GOLDEN VILLAGE (GV YISHUN),0.663799466090551,Sembawang Neighbourhood Police Centre,2.0427361430708935
785 YISHUN AVE 2,785 YISHUN AVENUE 2,1.42140901096648,103.833970980379,KHATIB MRT STATION (NS14),0.4609891997478595,WISTERIA MALL,0.8976601328461036,Sembawang Neighbourhood Police Centre,3.0950983545545805
643 YISHUN ST 61,643 YISHUN STREET 61,1.42133515867973,103.837436986724,KHATIB MRT STATION (NS14),0.6622411114945587,WISTERIA MALL,0.5682253522031857,Sembawang Neighbourhood Police Centre,3.3164306116295053
406 YISHUN AVE 6,406 YISHUN AVENUE 6,1.42607011749044,103.849303010046,YISHUN MRT STATION (NS13),1.6330228677037586,JUNCTION NINE,1.1561352019422597,Sembawang Neighbourhood Police Centre,3.9280176463749266
665 YISHUN AVE 4,665 YISHUN AVENUE 4,1.41978323945218,103.840574022602,KHATIB MRT STATION (NS14),0.8853433333568892,WISTERIA MALL,0.21768865018919645,Sembawang Neighbourhood Police Centre,3.6671742675501324
170 ANG MO KIO AVE 4,170 ANG MO KIO AVENUE 4,1.37400071781295,103.83643153142,MAYFLOWER MRT STATION (TE6),0.28256693402253763,AMK HUB,1.4339392883988062,Ang Mo Kio North Neighbourhood Police Centre,1.557571893178095
174 ANG MO KIO AVE 4,174 ANG MO KIO AVENUE 4,1.37509746867904,103.83761896123,MAYFLOWER MRT STATION (TE6),0.42066980633578255,AMK HUB,1.3638265424229117,Ang Mo Kio North Neighbourhood Police Centre,1.3803995668033302
314 ANG MO KIO AVE 3,314 ANG MO KIO AVENUE 3,1.36622707120636,103.850085858983,ANG MO KIO MRT STATION (NS16),0.41621988691813927,AMK HUB,0.39443821854205646,Ang Mo Kio South Neighbourhood Police Centre,0.44506010609477764
163 ANG MO KIO AVE 4,163 ANG MO KIO AVENUE 4,1.37354853919927,103.838176471398,MAYFLOWER MRT STATION (TE6),0.29282827024891434,AMK HUB,1.2350159024412892,Ang Mo Kio North Neighbourhood Police Centre,1.4885119574738621
124 ANG MO KIO AVE 6,124 ANG MO KIO AVENUE 6,1.37089179310251,103.844768276408,ANG MO KIO MRT STATION (NS16),0.5430236328741166,AMK HUB,0.44494200222577324,Ang Mo Kio South Neighbourhood Police Centre,0.7731320546131504
156 ANG MO KIO AVE 4,156 ANG MO KIO AVENUE 4,1.37549519574964,103.839947470774,MAYFLOWER MRT STATION (TE6),0.5849423631173042,AMK HUB,1.166279312978582,Ang Mo Kio North Neighbourhood Police Centre,1.2028035752103043
631 ANG MO KIO AVE 4,631 ANG MO KIO AVENUE 4,1.3795572819161,103.840735651035,YIO CHU KANG MRT STATION (NS15),0.5281619049058259,AMK HUB,1.4209421889757203,Ang Mo Kio North Neighbourhood Police Centre,0.7761597774117499
541 ANG MO KIO AVE 10,541 ANG MO KIO AVENUE 10,1.37392239168826,103.855621371068,ANG MO KIO MRT STATION (NS16),0.8069019021143546,AMK HUB,0.9405591135324961,Ang Mo Kio South Neighbourhood Police Centre,0.6273819546501735
535 ANG MO KIO AVE 5,535 ANG MO KIO AVENUE 5,1.37458255258876,103.853049125302,ANG MO KIO MRT STATION (NS16),0.6464639592848254,AMK HUB,0.769210832585384,Ang Mo Kio South Neighbourhood Police Centre,0.5422322517978271
621 ANG MO KIO AVE 9,621 ANG MO KIO AVENUE 9,1.3830287591126,103.840669099959,YIO CHU KANG MRT STATION (NS15),0.4961885560239835,AMK HUB,1.7474973502900795,Ang Mo Kio North Neighbourhood Police Centre,0.5390621487000798
107 ANG MO KIO AVE 4,107 ANG MO KIO AVENUE 4,1.37138400081003,103.837381409794,MAYFLOWER MRT STATION (TE6),0.09087476525165085,AMK HUB,1.2533134001614725,Ang Mo Kio South Neighbourhood Police Centre,1.594977378483023
502 ANG MO KIO AVE 5,502 ANG MO KIO AVENUE 5,1.37572474765516,103.849934305516,ANG MO KIO MRT STATION (NS16),0.6453870131800461,AMK HUB,0.7228410122632051,Ang Mo Kio South Neighbourhood Police Centre,0.674223979735858
416 ANG MO KIO AVE 10,416 ANG MO KIO AVENUE 10,1.3645417089084,103.855103690549,ANG MO KIO MRT STATION (NS16),0.8598806418861223,AMK HUB,0.9127055695500754,Ang Mo Kio South Neighbourhood Police Centre,0.7095216646602533
443 ANG MO KIO AVE 10,443 ANG MO KIO AVENUE 10,1.36604388871674,103.855368968681,ANG MO KIO MRT STATION (NS16),0.7773407720757473,AMK HUB,0.8515696190251304,Ang Mo Kio South Neighbourhood Police Centre,0.5961506935864724
559 ANG MO KIO AVE 10,559 ANG MO KIO AVENUE 10,1.37099810674697,103.857856391877,ANG MO KIO MRT STATION (NS16),0.9300400823631318,MYVILLAGE AT SERANGOON GARDEN,1.0426106798671275,Ang Mo Kio South Neighbourhood Police Centre,0.7000669422357559
456 ANG MO KIO AVE 10,456 ANG MO KIO AVENUE 10,1.36716071992678,103.858658520644,ANG MO KIO MRT STATION (NS16),1.057553860350651,MYVILLAGE AT SERANGOON GARDEN,0.7576301693724106,Ang Mo Kio South Neighbourhood Police Centre,0.8365587907504779
182 ANG MO KIO AVE 5,182 ANG MO KIO AVENUE 5,1.37733908523477,103.836472445051,MAYFLOWER MRT STATION (TE6),0.6534567693009907,AMK HUB,1.6007843836846027,Ang Mo Kio North Neighbourhood Police Centre,1.28306463823606
425 ANG MO KIO AVE 3,425 ANG MO KIO AVENUE 3,1.36912241721255,103.851616057064,ANG MO KIO MRT STATION (NS16),0.24587946806574884,AMK HUB,0.35009998152535027,Ang Mo Kio South Neighbourhood Police Centre,0.08767470868306199
346 ANG MO KIO AVE 3,346 ANG MO KIO AVENUE 3,1.36709586875167,103.84966230288,ANG MO KIO MRT STATION (NS16),0.3156709574150895,AMK HUB,0.2869898766927626,Ang Mo Kio South Neighbourhood Police Centre,0.38329279952273465
547 ANG MO KIO AVE 10,547 ANG MO KIO AVENUE 10,1.37420951743562,103.858209667888,ANG MO KIO MRT STATION (NS16),1.0728840862972027,AMK HUB,1.2073090115743614,Ang Mo Kio South Neighbourhood Police Centre,0.8716185965627693
177 ANG MO KIO AVE 4,177 ANG MO KIO AVENUE 4,1.37583827139652,103.838123054825,MAYFLOWER MRT STATION (TE6),0.516295936503538,AMK HUB,1.3561827261972397,Ang Mo Kio North Neighbourhood Police Centre,1.2808999976641855
612 ANG MO KIO AVE 4,612 ANG MO KIO AVENUE 4,1.37890791374409,103.838602654716,YIO CHU KANG MRT STATION (NS15),0.7731190334289961,AMK HUB,1.5249183937669248,Ang Mo Kio North Neighbourhood Police Centre,0.9905674860498007
511 ANG MO KIO AVE 8,511 ANG MO KIO AVENUE 8,1.37356775015905,103.850154125155,ANG MO KIO MRT STATION (NS16),0.40957775093732685,AMK HUB,0.5005996846455381,Ang Mo Kio South Neighbourhood Police Centre,0.4395510104206961
523 ANG MO KIO AVE 5,523 ANG MO KIO AVENUE 5,1.3729419359545,103.852866402032,ANG MO KIO MRT STATION (NS16),0.497195536260763,AMK HUB,0.6277263904996774,Ang Mo Kio South Neighbourhood Police Centre,0.36309692837944674
563 ANG MO KIO AVE 3,563 ANG MO KIO AVENUE 3,1.36987214145166,103.858003534994,ANG MO KIO MRT STATION (NS16),0.9388475684199973,MYVILLAGE AT SERANGOON GARDEN,0.9553073911858931,Ang Mo Kio South Neighbourhood Police Centre,0.7059018925726819
640 ANG MO KIO AVE 6,640 ANG MO KIO AVENUE 6,1.38003436037009,103.843606664405,YIO CHU KANG MRT STATION (NS15),0.24259346576007335,AMK HUB,1.301670315772548,Ang Mo Kio North Neighbourhood Police Centre,0.5774475166577985
334 ANG MO KIO AVE 1,334 ANG MO KIO AVENUE 1,1.36371827871035,103.850980294912,ANG MO KIO MRT STATION (NS16),0.7088841471937616,AMK HUB,0.6892098980447904,Ang Mo Kio South Neighbourhood Police Centre,0.6925447980234998
111 ANG MO KIO AVE 4,111 ANG MO KIO AVENUE 4,1.37085148985913,103.837298157413,MAYFLOWER MRT STATION (TE6),0.10591819215774811,AMK HUB,1.253375636364128,Ang Mo Kio South Neighbourhood Police Centre,1.5992187602638914
335 ANG MO KIO AVE 1,335 ANG MO KIO AVENUE 1,1.36320996798464,103.850690597254,ANG MO KIO MRT STATION (NS16),0.7580779407254741,AMK HUB,0.7298006597773693,Bishan Neighbourhood Police Centre,0.6862285568359845
411 ANG MO KIO AVE 10,411 ANG MO KIO AVENUE 10,1.36339526691913,103.855273018614,ANG MO KIO MRT STATION (NS16),0.965425604981678,AMK HUB,1.007368805026207,Ang Mo Kio South Neighbourhood Police Centre,0.8286470912248304
636 ANG MO KIO AVE 6,636 ANG MO KIO AVENUE 6,1.38115265431721,103.843310287802,YIO CHU KANG MRT STATION (NS15),0.19393989155640182,AMK HUB,1.4286198734696405,Ang Mo Kio North Neighbourhood Police Centre,0.4725542744501477
326 ANG MO KIO AVE 3,326 ANG MO KIO AVENUE 3,1.36706933818888,103.847902498352,ANG MO KIO MRT STATION (NS16),0.3677705022933493,AMK HUB,0.265773877422298,Ang Mo Kio South Neighbourhood Police Centre,0.5231072658602367
700A ANG MO KIO AVE 6,700A ANG MO KIO AVENUE 6,1.36997128892861,103.846076487359,ANG MO KIO MRT STATION (NS16),0.3870502993005868,AMK HUB,0.2746901304946418,Ang Mo Kio South Neighbourhood Police Centre,0.6199981133396258
310B ANG MO KIO AVE 1,310B ANG MO KIO AVENUE 1,1.36464706979458,103.844250019479,ANG MO KIO MRT STATION (NS16),0.8328434819695073,AMK HUB,0.7063593767975135,Bishan Neighbourhood Police Centre,0.8523695833842057
622 ANG MO KIO AVE 9,622 ANG MO KIO AVENUE 9,1.382064341745,103.839741864292,YIO CHU KANG MRT STATION (NS15),0.579663028970592,AMK HUB,1.7115882414594437,Ang Mo Kio North Neighbourhood Police Centre,0.6792507498203494
221 ANG MO KIO AVE 1,221 ANG MO KIO AVENUE 1,1.36637938294119,103.839482297653,MAYFLOWER MRT STATION (TE6),0.6515568725289699,AMK HUB,1.0545087379392482,Bishan Neighbourhood Police Centre,1.3210643914023181
648 ANG MO KIO AVE 5,648 ANG MO KIO AVENUE 5,1.37823859353841,103.843719728887,YIO CHU KANG MRT STATION (NS15),0.41422559363601785,AMK HUB,1.1171597761067211,Ang Mo Kio North Neighbourhood Police Centre,0.7682821965298614
551 ANG MO KIO AVE 10,551 ANG MO KIO AVENUE 10,1.37392862005901,103.858665713793,ANG MO KIO MRT STATION (NS16),1.1056359321586684,MYVILLAGE AT SERANGOON GARDEN,1.2172014926841468,Ang Mo Kio South Neighbourhood Police Centre,0.8984950715646142
627 ANG MO KIO AVE 9,627 ANG MO KIO AVENUE 9,1.38183547752751,103.841369094655,YIO CHU KANG MRT STATION (NS15),0.39785842043759534,AMK HUB,1.5936861751078448,Ang Mo Kio North Neighbourhood Police Centre,0.5441827422073497
253 ANG MO KIO ST 21,253 ANG MO KIO STREET 21,1.3694605445784,103.834659046016,MAYFLOWER MRT STATION (TE6),0.3075848477464632,AMK HUB,1.53617755260936,Ang Mo Kio South Neighbourhood Police Centre,1.8898222930024458
714 ANG MO KIO AVE 6,714 ANG MO KIO AVENUE 6,1.37109649780946,103.84623152448,ANG MO KIO MRT STATION (NS16),0.391776122138346,AMK HUB,0.3136881588890673,Ang Mo Kio South Neighbourhood Police Centre,0.6169966415438971
501 ANG MO KIO AVE 5,501 ANG MO KIO AVENUE 5,1.37598486077444,103.848860479053,ANG MO KIO MRT STATION (NS16),0.677407384721412,AMK HUB,0.7346336838010994,Ang Mo Kio South Neighbourhood Police Centre,0.7434324758946522
596C ANG MO KIO ST 52,596C ANG MO KIO STREET 52,1.37193571932413,103.85014325987,ANG MO KIO MRT STATION (NS16),0.23201466672499182,AMK HUB,0.3383007083079534,Ang Mo Kio South Neighbourhood Police Centre,0.2809317707831686
614 ANG MO KIO AVE 4,614 ANG MO KIO AVENUE 4,1.37796930547009,103.839217148059,YIO CHU KANG MRT STATION (NS15),0.7635576964317778,AMK HUB,1.4035762486791001,Ang Mo Kio North Neighbourhood Police Centre,1.0197109106917746
106 BEDOK NTH AVE 4,106 BEDOK NORTH AVENUE 4,1.33445895034228,103.937087136194,BEDOK RESERVOIR MRT STATION (DT30),0.5899815819170994,DJITSUN MALL BEDOK,1.2494148660019353,Bedok Neighbourhood Police Centre,0.1945611263990058
535 BEDOK NTH ST 3,535 BEDOK NORTH STREET 3,1.33270278688381,103.923456730636,BEDOK NORTH MRT STATION (DT29),0.6498539807789322,DJITSUN MALL BEDOK,0.9976604420251686,Bedok Neighbourhood Police Centre,1.5123822088685115
502 BEDOK NTH ST 3,502 BEDOK NORTH STREET 3,1.331245062192,103.931244293846,BEDOK RESERVOIR MRT STATION (DT30),0.606390485485755,DJITSUN MALL BEDOK,0.6000743075038695,Bedok Neighbourhood Police Centre,0.6668621234084326
19 CHAI CHEE RD,19 CHAI CHEE ROAD,1.32723388955932,103.922217484759,BEDOK MRT STATION (EW5),0.9361686004398984,DJITSUN MALL BEDOK,0.8249767221180766,Bedok Neighbourhood Police Centre,1.7588850714050137
510 BEDOK NTH ST 3,510 BEDOK NORTH STREET 3,1.33212313291916,103.93105149637,BEDOK RESERVOIR MRT STATION (DT30),0.5157286732611092,DJITSUN MALL BEDOK,0.6879819891452134,Bedok Neighbourhood Police Centre,0.6712829218012828
58 CHAI CHEE DR,58 CHAI CHEE DRIVE,1.32591889655628,103.91975686812,KEMBANGAN MRT STATION (EW6),0.931379083011769,BEDOK MALL,1.0641586820901912,Bedok Neighbourhood Police Centre,2.066561772231132
129 BEDOK RESERVOIR RD,129 BEDOK RESERVOIR ROAD,1.33401866685175,103.912238854136,KAKI BUKIT MRT STATION (DT28),0.4331903105414313,DJITSUN MALL BEDOK,2.1158163491555095,Bedok Neighbourhood Police Centre,2.7632542998193226
503 BEDOK NTH ST 3,503 BEDOK NORTH STREET 3,1.33148387479968,103.932465913287,BEDOK RESERVOIR MRT STATION (DT30),0.5703384168421108,DJITSUN MALL BEDOK,0.6786192364615347,Bedok Neighbourhood Police Centre,0.5287391203076721
100 BEDOK NTH AVE 4,100 BEDOK NORTH AVENUE 4,1.33413899974038,103.938389713003,BEDOK RESERVOIR MRT STATION (DT30),0.7372466714621793,DJITSUN MALL BEDOK,1.3265723492468349,Bedok Neighbourhood Police Centre,0.21695120347060964
401 BEDOK NTH AVE 3,401 BEDOK NORTH AVENUE 3,1.33098173461878,103.933604621756,BEDOK RESERVOIR MRT STATION (DT30),0.6438648855357214,DJITSUN MALL BEDOK,0.7035587400675383,Bedok Neighbourhood Police Centre,0.42963475718688143
123 BEDOK NTH ST 2,123 BEDOK NORTH STREET 2,1.32919868667839,103.937343347878,BEDOK RESERVOIR MRT STATION (DT30),1.0006343146208934,DJITSUN MALL BEDOK,0.9310806632233593,Bedok Neighbourhood Police Centre,0.3916297951848264
126 BEDOK RESERVOIR RD,126 BEDOK RESERVOIR ROAD,1.3327387082677,103.910911917656,KAKI BUKIT MRT STATION (DT28),0.3684364099776195,DJITSUN MALL BEDOK,2.1992179933249902,Bedok Neighbourhood Police Centre,2.9069280315753634
4 BEDOK STH AVE 1,4 BEDOK SOUTH AVENUE 1,1.32248962296588,103.933405282585,BEDOK MRT STATION (EW5),0.4148139614816993,BEDOK MALL,0.5245401760603831,Bedok Neighbourhood Police Centre,1.2068908310720183
520 BEDOK NTH AVE 1,520 BEDOK NORTH AVENUE 1,1.33046461779259,103.92813426172,BEDOK MRT STATION (EW5),0.7498226822126,DJITSUN MALL BEDOK,0.5082754208851112,Bedok Neighbourhood Police Centre,1.023314299745285
515 BEDOK NTH AVE 2,515 BEDOK NORTH AVENUE 2,1.33186656511661,103.929960229584,BEDOK RESERVOIR MRT STATION (DT30),0.5846963859377288,DJITSUN MALL BEDOK,0.6406125503766456,Bedok Neighbourhood Police Centre,0.7949644375188468
143 BEDOK RESERVOIR RD,143 BEDOK RESERVOIR ROAD,1.33498400074179,103.912760136664,KAKI BUKIT MRT STATION (DT28),0.47810143960315676,DJITSUN MALL BEDOK,2.1111673914567257,Bedok Neighbourhood Police Centre,2.713281772294122
616 BEDOK RESERVOIR RD,616 BEDOK RESERVOIR ROAD,1.33190396095581,103.915137759126,BEDOK NORTH MRT STATION (DT29),0.4464396276755915,DJITSUN MALL BEDOK,1.7268855000140386,Bedok Neighbourhood Police Centre,2.4388060094292516
606 BEDOK RESERVOIR RD,606 BEDOK RESERVOIR ROAD,1.33122227931301,103.913799873642,BEDOK NORTH MRT STATION (DT29),0.6074071886576137,DJITSUN MALL BEDOK,1.8409787377037725,Bedok Neighbourhood Police Centre,2.5911692129272947
117 BEDOK RESERVOIR RD,117 BEDOK RESERVOIR ROAD,1.3314132488271,103.908688936549,KAKI BUKIT MRT STATION (DT28),0.3960230170765865,SINGAPORE POST CENTRE,2.0633945474600126,Marine Parade Neighbourhood Police Centre,2.868067993265195
701 BEDOK RESERVOIR RD,701 BEDOK RESERVOIR ROAD,1.33764156135414,103.918906218067,BEDOK NORTH MRT STATION (DT29),0.3385025246555459,DJITSUN MALL BEDOK,1.7443023930188928,Bedok Neighbourhood Police Centre,2.091425416513537
412 BEDOK NTH AVE 2,412 BEDOK NORTH AVENUE 2,1.32929126082802,103.931090689284,BEDOK MRT STATION (EW5),0.603255967519104,DJITSUN MALL BEDOK,0.39183293979091405,Bedok Neighbourhood Police Centre,0.7648728138111585
409 BEDOK NTH AVE 2,409 BEDOK NORTH AVENUE 2,1.32810291260758,103.932938099482,BEDOK MRT STATION (EW5),0.5639002299621538,DJITSUN MALL BEDOK,0.4360173640515385,Bedok Neighbourhood Police Centre,0.687376801544795
220A BEDOK CTRL,220A BEDOK CENTRAL,1.32569266983592,103.934602365058,BEDOK MRT STATION (EW5),0.547534675392235,DJITSUN MALL BEDOK,0.5631534290131986,Bedok Neighbourhood Police Centre,0.8267342626510215
37 BEDOK STH AVE 2,37 BEDOK SOUTH AVENUE 2,1.32190663617287,103.939847213862,TANAH MERAH MRT STATION (EW4),0.9311933321809209,BEDOK MALL,1.2186678545944205,Bedok Neighbourhood Police Centre,1.2404884603648694
41 BEDOK STH RD,41 BEDOK SOUTH ROAD,1.32105071817917,103.94080318215,TANAH MERAH MRT STATION (EW4),0.9195824671530332,BEDOK MALL,1.347453491297783,Bedok Neighbourhood Police Centre,1.3614803093072272
136 BEDOK RESERVOIR RD,136 BEDOK RESERVOIR ROAD,1.33353806122657,103.913536944229,BEDOK NORTH MRT STATION (DT29),0.5115573684114104,DJITSUN MALL BEDOK,1.9623831162712988,Bedok Neighbourhood Police Centre,2.6167374729740622
106 BEDOK RESERVOIR RD,106 BEDOK RESERVOIR ROAD,1.32950152189669,103.909381688756,KAKI BUKIT MRT STATION (DT28),0.6163624498296866,SINGAPORE POST CENTRE,1.9894488867666784,Marine Parade Neighbourhood Police Centre,2.643724429296072
44 BEDOK STH RD,44 BEDOK SOUTH ROAD,1.3211155478057,103.941675526083,TANAH MERAH MRT STATION (EW4),0.8518735702076132,BEDOK MALL,1.4381011332689,Bedok Neighbourhood Police Centre,1.3874669227618077
113 BEDOK RESERVOIR RD,113 BEDOK RESERVOIR ROAD,1.3299667100249,103.910782526741,KAKI BUKIT MRT STATION (DT28),0.6130953171567333,DJITSUN MALL BEDOK,2.1301826186716357,Marine Parade Neighbourhood Police Centre,2.6655742065969026
131 BEDOK RESERVOIR RD,131 BEDOK RESERVOIR ROAD,1.3331220560709,103.911711197755,KAKI BUKIT MRT STATION (DT28),0.41566748515952145,DJITSUN MALL BEDOK,2.1309016726226004,Bedok Neighbourhood Police Centre,2.8184475337420762
79 BEDOK NTH RD,79 BEDOK NORTH ROAD,1.32769194470055,103.940763685492,TANAH MERAH MRT STATION (EW4),0.6233792677084804,DJITSUN MALL BEDOK,1.2582769279709158,Bedok Neighbourhood Police Centre,0.6932835045415654
139 BEDOK RESERVOIR RD,139 BEDOK RESERVOIR ROAD,1.33462453350019,103.913777679684,BEDOK NORTH MRT STATION (DT29),0.46714793718965314,DJITSUN MALL BEDOK,1.9925522517864163,Bedok Neighbourhood Police Centre,2.5970981439966994
110 BEDOK RESERVOIR RD,110 BEDOK RESERVOIR ROAD,1.33014480390561,103.910318002341,KAKI BUKIT MRT STATION (DT28),0.5746732707143869,SINGAPORE POST CENTRE,2.1157049644874166,Marine Parade Neighbourhood Police Centre,2.6936137427799176
124 BEDOK RESERVOIR RD,124 BEDOK RESERVOIR ROAD,1.33262542332889,103.910160875435,KAKI BUKIT MRT STATION (DT28),0.32185796721229365,DJITSUN MALL BEDOK,2.2740263512384438,Marine Parade Neighbourhood Police Centre,2.9684523989585534
125 BEDOK RESERVOIR RD,125 BEDOK RESERVOIR ROAD,1.33295993404917,103.909904762523,KAKI BUKIT MRT STATION (DT28),0.27503376022496656,SINGAPORE POST CENTRE,2.279221535447014,Marine Parade Neighbourhood Police Centre,3.009878955044044
546 BEDOK NTH ST 3,546 BEDOK NORTH STREET 3,1.33082005919243,103.925595840288,BEDOK MRT STATION (EW5),0.9036048925108947,DJITSUN MALL BEDOK,0.6832471871284492,Bedok Neighbourhood Police Centre,1.2917863034394172
622 BEDOK RESERVOIR RD,622 BEDOK RESERVOIR ROAD,1.3340607503551,103.916898741089,BEDOK NORTH MRT STATION (DT29),0.1419269260861749,DJITSUN MALL BEDOK,1.6610254833855234,Bedok Neighbourhood Police Centre,2.2464314709336817
82 BEDOK NTH RD,82 BEDOK NORTH ROAD,1.32953680475668,103.940406562732,TANAH MERAH MRT STATION (EW4),0.7103360706061819,DJITSUN MALL BEDOK,1.264795585454032,Bedok Neighbourhood Police Centre,0.5125642038040229
165 BEDOK STH RD,165 BEDOK SOUTH ROAD,1.32030892324763,103.946089973664,TANAH MERAH MRT STATION (EW4),0.7653808233751289,BEDOK MALL,1.9350017333328688,Bedok Neighbourhood Police Centre,1.7054601671784941
655 JLN TENAGA,655 JALAN TENAGA,1.33335936154715,103.906850645103,KAKI BUKIT MRT STATION (DT28),0.2528838510250581,SINGAPORE POST CENTRE,2.077741446708502,Marine Parade Neighbourhood Police Centre,3.1286673016753666
65 NEW UPP CHANGI RD,65 NEW UPPER CHANGI ROAD,1.32467852779302,103.939770313241,TANAH MERAH MRT STATION (EW4),0.7826790250672584,DJITSUN MALL BEDOK,1.1468956559945902,Bedok Neighbourhood Police Centre,0.9423965533054677
422 BEDOK NTH RD,422 BEDOK NORTH ROAD,1.32868929343533,103.928893754255,BEDOK MRT STATION (EW5),0.5375085435650289,DJITSUN MALL BEDOK,0.29501584132209197,Bedok Neighbourhood Police Centre,1.012049770491359
768 BEDOK RESERVOIR VIEW,768 BEDOK RESERVOIR VIEW,1.33566434343811,103.937321681832,BEDOK RESERVOIR MRT STATION (DT30),0.5751512381374818,DJITSUN MALL BEDOK,1.3681821563019763,Bedok Neighbourhood Police Centre,0.3298440089557079
219B BEDOK CTRL,219B BEDOK CENTRAL,1.32542365484015,103.933559134228,BEDOK MRT STATION (EW5),0.42857657207727584,DJITSUN MALL BEDOK,0.45185485817839577,Bedok Neighbourhood Police Centre,0.8988434070413587
111 BEDOK NTH RD,111 BEDOK NORTH ROAD,1.33145574028188,103.935458644142,BEDOK RESERVOIR MRT STATION (DT30),0.6757578790935027,DJITSUN MALL BEDOK,0.8847769459850663,Bedok Neighbourhood Police Centre,0.2262394658100023
98 BEDOK NTH AVE 4,98 BEDOK NORTH AVENUE 4,1.3342332740943,103.93984305789,BEDOK RESERVOIR MRT STATION (DT30),0.8860465611888726,DJITSUN MALL BEDOK,1.456729872071553,Bedok Neighbourhood Police Centre,0.3525892375163676
660 JLN TENAGA,660 JALAN TENAGA,1.33439330245996,103.906741799858,KAKI BUKIT MRT STATION (DT28),0.2013177387942525,SINGAPORE POST CENTRE,2.159961973048256,Marine Parade Neighbourhood Police Centre,3.242641295995478
658 JLN TENAGA,658 JALAN TENAGA,1.33355240428878,103.906516943919,KAKI BUKIT MRT STATION (DT28),0.26716800044992345,SINGAPORE POST CENTRE,2.0709426872832326,Marine Parade Neighbourhood Police Centre,3.1595717795911753
171 BEDOK STH RD,171 BEDOK SOUTH ROAD,1.32089676770365,103.945428720471,TANAH MERAH MRT STATION (EW4),0.7069105182282455,BEDOK MALL,1.8478177752188902,Bedok Neighbourhood Police Centre,1.60948948344691
772 BEDOK RESERVOIR VIEW,772 BEDOK RESERVOIR VIEW,1.3364625679398,103.937895451472,BEDOK RESERVOIR MRT STATION (DT30),0.6294922778166284,DJITSUN MALL BEDOK,1.477300402506581,Bedok Neighbourhood Police Centre,0.4275039757435171
803 CHAI CHEE RD,803 CHAI CHEE ROAD,1.32410957329794,103.922579145734,BEDOK MRT STATION (EW5),0.8233447156112847,BEDOK MALL,0.7455284829120877,Bedok Neighbourhood Police Centre,1.872523438072472
68 BEDOK STH AVE 3,68 BEDOK SOUTH AVENUE 3,1.31875088774492,103.94336390491,TANAH MERAH MRT STATION (EW4),0.995034824293672,BEDOK MALL,1.7036641512786754,Bedok Neighbourhood Police Centre,1.7029137261443537
19 BEDOK STH RD,19 BEDOK SOUTH ROAD,1.31975664729808,103.93427433992,BEDOK MRT STATION (EW5),0.669292980573849,BEDOK MALL,0.7859922323107276,Bedok Neighbourhood Police Centre,1.473234284943707
32 BEDOK STH AVE 2,32 BEDOK SOUTH AVENUE 2,1.32262578075749,103.937815786523,BEDOK MRT STATION (EW5),0.883495442949905,BEDOK MALL,0.9800369467436664,Bedok Neighbourhood Police Centre,1.124380257926971
716 BEDOK RESERVOIR RD,716 BEDOK RESERVOIR ROAD,1.33783795176833,103.924973671246,BEDOK RESERVOIR MRT STATION (DT30),0.8186700770489364,DJITSUN MALL BEDOK,1.3989824668253412,Bedok Neighbourhood Police Centre,1.4597500621095112
130 BEDOK RESERVOIR RD,130 BEDOK RESERVOIR ROAD,1.33343622625478,103.912338037315,KAKI BUKIT MRT STATION (DT28),0.4635717860253844,DJITSUN MALL BEDOK,2.07961060987517,Bedok Neighbourhood Police Centre,2.7495792256015754
664 JLN DAMAI,664 JALAN DAMAI,1.33414870173697,103.909005592246,KAKI BUKIT MRT STATION (DT28),0.10942596651003782,SINGAPORE POST CENTRE,2.302002941850622,Bedok Neighbourhood Police Centre,3.1229455404215565
665 JLN DAMAI,665 JALAN DAMAI,1.33413500454554,103.908129947077,KAKI BUKIT MRT STATION (DT28),0.09953389174418333,SINGAPORE POST CENTRE,2.2356610634073495,Marine Parade Neighbourhood Police Centre,3.1769364378462637
132 BISHAN ST 12,132 BISHAN STREET 12,1.34566334804942,103.851578599165,BISHAN MRT STATION (CC15),0.6844814665647159,JUNCTION 8,0.6206005794166348,Toa Payoh Neighbourhood Police Centre,1.2335270305988086
309 SHUNFU RD,309 SHUNFU ROAD,1.35091296258284,103.837585157698,MARYMOUNT MRT STATION (CC16),0.31921675897127244,THOMSON PLAZA,0.8951617483908721,Bishan Neighbourhood Police Centre,1.3616517087893052
148 BISHAN ST 11,148 BISHAN STREET 11,1.3442336080746,103.854763632034,BRADDELL MRT STATION (NS18),0.9793471447989591,JUNCTION 8,0.9633054370049449,Toa Payoh Neighbourhood Police Centre,1.1702504133683107
147 BISHAN ST 11,147 BISHAN STREET 11,1.34387703291754,103.855106377701,BRADDELL MRT STATION (NS18),0.9982071381132096,JUNCTION 8,1.018294277822474,Toa Payoh Neighbourhood Police Centre,1.150733757656228
180 BISHAN ST 13,180 BISHAN STREET 13,1.34848989236241,103.852392818701,BISHAN MRT STATION (CC15),0.4790301053883822,JUNCTION 8,0.46051595099596193,Bishan Neighbourhood Police Centre,1.1593791548071282
